,Level,Word,Reading,Meaning
1055,4,止める,とめる,"[Ichidan verb, Transitive verb] 1. to stop; to turn off {esp. 止める, 停める} 2. to park {esp. 止める, 停める} 3. to prevent; to suppress (a cough); to hold back (tears); to hold (one's breath); to relieve (pain) {esp. 止める, 停める} 4. to stop (someone from doing something); to dissuade; to forbid; to prohibit 5. to notice; to be aware of; to concentrate on; to pay attention to; to remember; to bear in mind {See also 目を留める, See also 気に留める} 6. to fix (in place); to fasten; to tack; to pin; to nail; to button; to staple {esp. 留める} 7. to detain; to keep in custody {esp. 留める} | Other forms: 留める 【とめる】、停める 【とめる】"
1056,4,取り替える,とりかえる,"[Ichidan verb, Transitive verb] 1. to exchange; to replace | Other forms: 取換える 【とりかえる】、取り換える 【とりかえる】、取替える 【とりかえる】、取りかえる 【とりかえる】、取換る 【とりかえる】 [Notes] 取換る: Irregular okurigana usage."
1057,4,泥棒,どろぼう,"[Noun, Suru verb] 1. thief; burglar; robber; theft | Other forms: 泥坊 【どろぼう】"
1058,4,どんどん,どんどん,"[Adverb taking the 'to' particle, Adverb] 1. drumming (noise) {Onomatopoeic or mimetic word} 2. rapidly; steadily"
1059,4,治す,なおす,"[Godan verb with su ending, Transitive verb] 1. to cure; to heal {usu. 治す} 2. to fix; to correct; to repair {usu. 直す} [Auxiliary verb] 3. to do over again (after -masu base of verb) {usu. 直す} 4. to replace; to put back as it was {Kansai dialect, usu. 直す} 5. to convert (into a different state); to transform {usu. 直す} | Other forms: 直す 【なおす】"
1060,4,治る,なおる,"[Godan verb with ru ending, intransitive verb] 1. to be cured; to get well; to be healed {esp. 治る} 2. to get mended; to be repaired; to be fixed {esp. 直る} | Other forms: 直る 【なおる】"
1061,4,泣く,なく,[Godan verb with ku ending] 1. to cry; to weep; to sob; to howl | Other forms: 哭く 【なく】 [Notes] 哭く: Irregular kanji usage.
1062,4,亡くなる,なくなる,"[Godan verb with ru ending, intransitive verb] 1. to die"
1063,4,無くなる,なくなる,"[Godan verb with ru ending, intransitive verb] 1. to be lost (e.g. luggage); to be missing {Usually written using kana alone} 2. to be used up; to be run out; to be exhausted; to be consumed; to be reduced to zero; to not occur any more {Usually written using kana alone} 3. to disappear (e.g. pain); to be lost (e.g. a dream, confidence) {Usually written using kana alone}"
1064,4,投げる,なげる,"[Ichidan verb, Transitive verb] 1. to throw; to cast away 2. to face defeat; to give up"
1065,4,為さる,なさる,"[Godan verb - aru special class, Transitive verb] 1. to do {Honorific or respectful (sonkeigo), Usually written using kana alone}"
1066,4,鳴る,なる,"[Godan verb with ru ending, intransitive verb] 1. to sound; to ring; to resound; to echo; to roar; to rumble"
1067,4,成るべく,なるべく,[Adverb] 1. as much as possible; wherever practicable {Usually written using kana alone} | Other forms: 成る可く 【なるべく】
1068,4,なる程,なるほど,"[Expression, Adverb] 1. I see; That's right!; Indeed {Usually written using kana alone} | Other forms: 成る程 【なるほど】、成程 【なるほど】、成るほど 【なるほど】、ナルホド"
1069,4,慣れる,なれる,"[Ichidan verb, intransitive verb] 1. to get used to; to grow accustomed to; to become familiar with {esp. 慣れる} 2. to become skilled in; to become experienced at {esp. 慣れる} 3. to become tame; to become domesticated {esp. 馴れる} | Other forms: 馴れる 【なれる】"
1070,4,苦い,にがい,[I-adjective] 1. bitter
1071,4,二階建て,にかいだて,[Noun] 1. two-storied building | Other forms: 二階建 【にかいだて】
1072,4,逃げる,にげる,"[Ichidan verb, intransitive verb] 1. to escape; to run away | Other forms: 迯げる 【にげる】 [Notes] 迯げる: Out-dated kanji."
1073,4,日記,にっき,[Noun] 1. diary; journal
1074,4,入院,にゅういん,"[Noun, Suru verb] 1. hospitalization; hospitalisation"
1075,4,入学,にゅうがく,"[Noun, Suru verb] 1. entry to school or university; matriculation; enrolment (in university, etc.)"
1076,4,似る,にる,"[Ichidan verb, intransitive verb] 1. to resemble; to look like; to take after 2. to be similar (in status, condition, etc.); to be close; to be alike; to be like"
1077,4,人形,にんぎょう,[Noun] 1. doll; puppet; figure [Place] 2. Ningyou
1078,4,盗む,ぬすむ,"[Godan verb with mu ending, Transitive verb] 1. to steal | Other forms: 偸む 【ぬすむ】"
1079,4,塗る,ぬる,"[Godan verb with ru ending, Transitive verb] 1. to paint; to plaster; to lacquer; to varnish; to spread; to smear; to put up (wallpaper)"
1080,4,濡れる,ぬれる,"[Ichidan verb, intransitive verb] 1. to get wet | Other forms: 濡る 【ぬれる】 [Notes] 濡る: Irregular okurigana usage."
1081,4,値段,ねだん,[Noun] 1. price; cost | Other forms: 直段 【ねだん】
1082,4,熱,ねつ,[Noun] 1. heat 2. fever; temperature 3. zeal; passion; enthusiasm 4. mania; craze; rage
1083,4,寝坊,ねぼう,"[Noun, Suru verb] 1. sleeping in late; oversleeping [Noun] 2. late riser; sleepyhead | Other forms: 寐坊 【ねぼう】 [Notes] 寐坊: Out-dated kanji."
1084,4,眠い,ねむい,[I-adjective] 1. sleepy; drowsy; somnolent | Other forms: 睡い 【ねむい】
1085,4,眠る,ねむる,"[Godan verb with ru ending, intransitive verb] 1. to sleep (not necessarily lying down) {See also 寝る} 2. to die 3. to lie idle (e.g. of resources); to be dormant; to be unused {Only applies to ねむる} 4. to close one's eyes {Archaism} | Other forms: 眠る 【ねぶる】、睡る 【ねむる】、睡る 【ねぶる】 [Notes] ねぶる: Out-dated or obsolete kana usage. ねぶる: Out-dated or obsolete kana usage."
1086,4,残る,のこる,"[Godan verb with ru ending, intransitive verb] 1. to remain; to be left | Other forms: 遺る 【のこる】"
1087,4,乗り換える,のりかえる,"[Ichidan verb, Transitive verb] 1. to transfer (trains); to change (bus, train) 2. to change one's mind; to move on to (e.g. a new love interest); to change methods; to change one's way of thinking | Other forms: 乗り替える 【のりかえる】、乗りかえる 【のりかえる】"
1088,4,乗り物,のりもの,"[Noun] 1. vehicle; conveyance; transport 2. ride (playground, fair, carnival); playground facility | Other forms: 乗物 【のりもの】"
1089,4,葉,は,[Noun] 1. leaf
1090,4,パート,パート,"[Noun] 1. part 2. part-timer {Abbreviation, See also パートタイマー} 3. part-time (work) {Abbreviation, See also パートタイム} [Wikipedia definition] 4. Part"
1091,4,場合,ばあい,"[Adverbial noun, Noun] 1. case; situation"
1092,4,倍,ばい,[Noun] 1. twice; double [Suffix] 2. times; -fold
1093,4,拝見,はいけん,"[Noun, Suru verb] 1. seeing; look at {Humble (kenjougo), Polite (teineigo)} | Other forms: 拜見 【はいけん】 [Notes] 拜見: Out-dated kanji."
1094,4,歯医者,はいしゃ,[Noun] 1. dentist
1095,4,運ぶ,はこぶ,"[Godan verb with bu ending, Transitive verb] 1. to carry; to transport; to move; to convey [Godan verb with bu ending] 2. to come; to go {Honorific or respectful (sonkeigo), See also 足を運ぶ, usu. as お運びになる, お運び下さる, etc.} [Godan verb with bu ending, Transitive verb] 3. to wield (a tool, etc.); to use [Godan verb with bu ending, intransitive verb] 4. to go (well, etc.); to proceed; to progress"
1096,4,始める,はじめる,"[Ichidan verb, Transitive verb] 1. to start; to begin; to commence; to initiate; to originate 2. to open (e.g. a store); to start up; to establish (business. etc.) [Auxiliary verb, Ichidan verb] 3. to start ...; to begin to ... {See also 為始める, after the -masu stem of a verb} | Other forms: 創める 【はじめる】"
1097,4,場所,ばしょ,[Noun] 1. place; location; spot; position 2. room; space 3. basho; wrestling tournament {Sumo term}
1098,4,筈,はず,"[Noun] 1. expectation that something took place, will take place or was in some state; it should be so; bound to be; expected to be; must be {Usually written using kana alone} 2. nock (of a bow) 3. nock (of an arrow) 4. nock-shaped grip (between thumb and forefinger) {Sumo term, See also はず押し はずおし} 5. wooden frame on the tip of the mast of a Japanese ship that prevents the hawser from falling out | Other forms: 弭 【はず】"
1099,4,恥ずかしい,はずかしい,"[I-adjective] 1. shy; ashamed; embarrassed {See also 気恥ずかしい, See also 小っ恥ずかしい} 2. disgraceful; shameful | Other forms: 羞ずかしい 【はずかしい】"
1100,4,パソコン,パソコン,"[Noun, No-adjective] 1. personal computer {Computer terminology, Abbreviation}"
1101,4,発音,はつおん,"[Noun, Suru verb, No-adjective] 1. pronunciation"
1102,4,はっきり,はっきり,"[Adverb, Adverb taking the 'to' particle] 1. clearly; plainly; distinctly {Onomatopoeic or mimetic word} [Suru verb] 2. to be clear; to be definite; to be certain; to be exact; to become clear; to clear up {often as はっきりした} | Other forms: ハッキリ"
1103,4,花見,はなみ,"[Noun, Suru verb] 1. cherry blossom viewing; flower viewing"
1104,4,林,はやし,[Noun] 1. woods; forest; copse; thicket 2. bunch; line (of something); collection [Wikipedia definition] 3. Hayashi
1105,4,払う,はらう,"[Godan verb with u ending, Transitive verb] 1. to pay (e.g. money, bill) 2. to brush off; to wipe away; to clear away; to dust off; to cut off (e.g. branches) 3. to drive away (e.g. one's competitors) 4. to sell off (something unneeded); to dispose of 5. to pay (e.g. attention); to show (e.g. respect, concern) 6. to make (e.g. effort, sacrifice); to expend; to exert 7. to move out (of one's own place); to vacate 8. to sweep (e.g. one's legs); to knock aside 9. to make a sweeping stroke (in Japanese calligraphy) 10. to reset (an abacus)"
1106,4,番組,ばんぐみ,[Noun] 1. program (e.g. TV); programme [Place] 2. Bangumi
1107,4,反対,はんたい,"[Na-adjective, Noun, Suru verb, No-adjective] 1. opposition; resistance; antagonism; hostility; objection; dissension [Noun, Suru verb] 2. reverse; opposite; vice versa; contrast"
1108,4,ハンドバッグ,ハンドバッグ,"[Noun] 1. handbag; purse [Notes] ハンドバッグ: gai1, ichi1."
1109,4,日,ひ,"[Adverbial noun, Temporal noun] 1. day; days {Only applies to 日} 2. sun; sunshine; sunlight 3. case (esp. unfortunate); event {Only applies to 日, as 〜した日には, 〜と来た日には, etc.} [Place] 4. Hi | Other forms: 陽 【ひ】"
1110,4,火,ひ,"[Noun, Noun - used as a suffix] 1. fire; flame; blaze"
1111,4,ピアノ,ピアノ,"[Noun] 1. piano | Other forms: ピヤノ [Notes] ピアノ: gai1, ichi1."
1112,4,冷える,ひえる,"[Ichidan verb, intransitive verb] 1. to grow cold (from room temperature, e.g. in refrigerator); to get chilly; to cool down"
1113,4,光,ひかり,[Noun] 1. light
1114,4,光る,ひかる,"[Godan verb with ru ending, intransitive verb] 1. to shine; to glitter; to be bright"
1115,4,引き出し,ひきだし,"[Noun] 1. drawer 2. withdrawal; drawing out {not 抽斗,抽匣} 3. variety of knowledge and experience useful for handling things impromptu {not 抽斗,抽匣} | Other forms: 引出し 【ひきだし】、抽き出し 【ひきだし】、抽出し 【ひきだし】、抽斗 【ひきだし】、抽匣 【ひきだし】 [Notes] 抽斗: Out-dated kanji."
1116,4,引き出す,ひきだす,"[Godan verb with su ending, Transitive verb] 1. to pull out; to take out; to draw out; to withdraw | Other forms: 引出す 【ひきだす】、引きだす 【ひきだす】"
1117,4,髭,ひげ,"[Noun] 1. moustache; beard; whiskers {Usually written using kana alone, See also 口髭, See also 顎鬚, See also 頬髯, in careful usage 髭 for moustache, 鬚 for beard, 髯 for (cheek) whiskers} 2. extremely short pulse appearing on an electrical signal | Other forms: 鬚 【ひげ】、髯 【ひげ】、ヒゲ"
1118,4,飛行場,ひこうじょう,[Noun] 1. airfield; airport [Place] 2. Hikoujou
1119,4,久しぶり,ひさしぶり,"[Na-adjective, No-adjective] 1. a long time (since the last time); it's been a while (since I last saw, mailed, etc., you) | Other forms: 久し振り 【ひさしぶり】"
1120,4,美術館,びじゅつかん,[Noun] 1. art gallery; art museum [Place] 2. Bijutsukan
1121,4,非常に,ひじょうに,[Adverb] 1. very; extremely; exceedingly {See also 非常}
1122,4,引っ越す,ひっこす,"[Godan verb with su ending, intransitive verb] 1. to move (house); to change residence | Other forms: 引っこす 【ひっこす】、引越す 【ひきこす】、引き越す 【ひきこす】 [Notes] 引越す: Irregular okurigana usage."
1123,4,必要,ひつよう,[Na-adjective] 1. necessary; needed; essential; indispensable {必用 can imply has to be used rather than is just needed} [Noun] 2. necessity; need; requirement | Other forms: 必用 【ひつよう】
1124,4,酷い,ひどい,"[I-adjective] 1. cruel; heartless; hard; harsh; severe {Usually written using kana alone} 2. violent; intense; strong; heavy; extreme {Usually written using kana alone} 3. very bad; terrible; awful {Usually written using kana alone} 4. excessive; exorbitant; unreasonable; outrageous; unfair; unjust {Usually written using kana alone, See also 酷く} | Other forms: 非道い 【ひどい】"
1125,4,開く,ひらく,"[Godan verb with ku ending, intransitive verb, Transitive verb] 1. to open; to undo; to unseal; to unpack 2. to bloom; to unfold; to spread out 3. to open (for business, e.g. in the morning) 4. to be wide (gap, etc.); to widen [Godan verb with ku ending, Transitive verb] 5. to hold (meeting, etc.); to give; to open 6. to found (nation, dynasty, sect, etc.); to open (a new business); to set up; to establish; to start 7. to open (ports, borders, etc.) 8. to open (an account) 9. to open up (new land, path, etc.); to clear; to develop {See also 拓く} 10. to open (a file, etc.) {Computer terminology} 11. to extract (root); to reduce (equation) {Mathematics} 12. to cut open (fish) {Food term, as 魚を開く} 13. to change (kanji into hiragana) [Godan verb with ku ending, intransitive verb] 14. to flare (e.g. skirt) 15. to slacken (into a poor posture) {Sports term, as 体が開く, 肩が開く, etc.}"
